sr2,sr3,sr4
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
VERO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
FALSO,FALSO,FALSO
